id,catalogNumber,scientificName,longitude,latitude,scientificNameOriginal,rank,family,genus,species,subspecies,locality,coordinateUncertaintyInMetres,state,year,basisOfRecord,outlierForLayer,taxonIdentificationIssue,locationQuality,dataProvider
NA,SPJGI4925960,Calotis glandulosa,148.8837765,-36.12051805,NA,NA,Asteraceae,NA,NA,NA,"Adaminaby Road west of Berridale crossing plot LOCATION DETAILS: Adaminaby Rd, W of Berridale crossing",NA,NA,2005,NA,NA,NA,NA,BioNet
NA,SPJGI5183849,Calotis glandulosa,148.8862695,-36.13931238,NA,NA,Asteraceae,NA,NA,NA,Murrow TSR back side above creek,NA,NA,2016,NA,NA,NA,NA,BioNet
NA,SIXRI1216450,Calotis glandulosa,148.887706,-36.138245,NA,NA,Asteraceae,NA,NA,NA,"Murrow TSR, S side of Top Hut Ck, c. 400m W of Snowy Mountains Highway.",NA,NA,2016,NA,NA,NA,NA,BioNet
NA,SCOS1605080Y,Calotis glandulosa,148.887706,-36.138245,NA,NA,Asteraceae,NA,NA,NA,"Murrow TSR, S side of Top Hut Ck, c. 400m W of Snowy Mountains Highway.",NA,NA,2016,NA,NA,NA,NA,BioNet
f95b1e67-32b3-4af9-b285-901485a08c20,NSW 991124,Calotis glandulosa,148.888,-36.138,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,"Locality details: NW facing slope above Top Hut Creek on Murroo Travelling Stock Reserve, c. 400m W of Snowy Mountains Highway between Cooma and Adaminaby.",NA,New South Wales,2016,PreservedSpecimen,NA,noIssue,TRUE,Australia's Virtual Herbarium
NA,SIXRI1216405,Calotis glandulosa,148.890763,-36.137095,NA,NA,Asteraceae,NA,NA,NA,"Murrow TSR, NE cnr 200m S of Top Hut Ck bridge on Snowy Mtns Hwy",NA,NA,2016,NA,NA,NA,NA,BioNet
NA,SPJGI4906636,Calotis glandulosa,148.8935911,-36.1904667,NA,NA,Asteraceae,NA,NA,NA,Rhinefalls TSR (no. 4) road reserve LOCATION DETAILS: South side of road reserve on Rhine Falls Road off Snowy Mountains Highway,NA,NA,1996,NA,NA,NA,NA,BioNet
d2fc212e-b608-446d-990b-2668e9b1c0dc,NSW 885515,Calotis glandulosa,148.895,-36.183,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,"Rhine Falls TSR, 80 m west of Snowy Mountains Highway on SE facing footslope immediately above Sheep Station Creek.",NA,New South Wales,2011,PreservedSpecimen,NA,noIssue,TRUE,Australia's Virtual Herbarium
NA,SPJGI4353436,Calotis glandulosa,148.8950891,-36.18295222,NA,NA,Asteraceae,NA,NA,NA,"Rhine Falls TSR; plot is approx 80m west of Snowy Mountains Hwy, on southeast facing footslope immediately above Sheep Station Creek",NA,NA,2011,NA,NA,NA,NA,BioNet
NA,SPJGI4898872,Calotis glandulosa,148.8956549,-36.10208576,NA,NA,Asteraceae,NA,NA,NA,"Dry Plain road reserve (site 2) LOCATION DETAILS: South side of Dry Plains Road, East of Snowy Mountains Highway",NA,NA,2000,NA,NA,NA,NA,BioNet
NA,SPJGI4898830,Calotis glandulosa,148.8956549,-36.10208576,NA,NA,Asteraceae,NA,NA,NA,"Dry Plain road reserve (site 2) LOCATION DETAILS: South side of Dry Plains Road, East of Snowy Mountains Highway",NA,NA,1997,NA,NA,NA,NA,BioNet
87b6784d-4452-420f-8393-0eba398ab1f8,CANB 641358.1,Calotis glandulosa,148.9117,-36.1147,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,"Dry Plains Bushfire Brigade shed area, west of Cooma.",50,New South Wales,2002,PreservedSpecimen,NA,noIssue,TRUE,Australia's Virtual Herbarium
68f17e6f-22e3-4409-8390-e33e12193472,NSW 623967,Calotis glandulosa,148.912,-36.1147,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,Dry Plains Bushfire Brigade shed area W of Cooma.,500,New South Wales,2002,PreservedSpecimen,NA,noIssue,TRUE,Australia's Virtual Herbarium
NA,SPJGI2459366,Calotis glandulosa,148.9128264,-36.11335461,NA,NA,Asteraceae,NA,NA,NA,"Dry Plains TSR, Dry Plains Road (Off Adaminaby Road), Behind Fire Shed",NA,NA,1998,NA,NA,NA,NA,BioNet
NA,NSW623967,Calotis glandulosa,148.9128907,-36.11316949,NA,NA,Asteraceae,NA,NA,NA,Dry Plains Bushfire Brigade shed area W of Cooma.,NA,NA,2002,NA,NA,NA,NA,BioNet
NA,SPJGI4890721,Calotis glandulosa,148.913729,-36.1140577,NA,NA,Asteraceae,NA,NA,NA,Top Hut TSR (no. 6) south paddock (plot 1) LOCATION DETAILS: near gate,NA,NA,2005,NA,NA,NA,NA,BioNet
NA,SPJGI4890773,Calotis glandulosa,148.9141211,-36.11373594,NA,NA,Asteraceae,NA,NA,NA,Top Hut TSR (no. 6) south paddock (plot 2) LOCATION DETAILS: Top Hut TSR,NA,NA,2005,NA,NA,NA,NA,BioNet
NA,SPJGI4890677,Calotis glandulosa,148.9154152,-36.11349891,NA,NA,Asteraceae,NA,NA,NA,Top Hut TSR (no. 6) north paddock (plot) LOCATION DETAILS: w paddock,NA,NA,2005,NA,NA,NA,NA,BioNet
NA,SPJGI4927532,Calotis glandulosa,148.9240738,-36.12141881,NA,NA,Asteraceae,NA,NA,NA,Dry Plains Road (Lugarno Rd) plot LOCATION DETAILS: s side,NA,NA,2005,NA,NA,NA,NA,BioNet
NA,SPJGI4927519,Calotis glandulosa,148.9413322,-36.13420179,NA,NA,Asteraceae,NA,NA,NA,"Dry Plain Road plot 5 LOCATION DETAILS: top of range, sec gl",NA,NA,2005,NA,NA,NA,NA,BioNet
8f695f23-b694-48bd-826a-7796fce268d1,CANB 604496.1,Calotis glandulosa,148.9833,-36.55,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,"Maffra Lake Travelling Stock Reserve, 36km directly SSE of Cooma.",1000,New South Wales,1995,PreservedSpecimen,el865,noIssue,TRUE,Australia's Virtual Herbarium
c7b30a3b-acd6-4304-8a51-d3eb065d67b4,MEL 0305035A,Calotis glandulosa,148.9833333,-36.55,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,"Maffra Lake Travelling Stock Reserve, 36 km directly SSE of Cooma.",10000,New South Wales,1995,PreservedSpecimen,el865,noIssue,TRUE,Australia's Virtual Herbarium
07c83858-96a7-481c-93a0-e799e68f0edc,NSW 391123,Calotis glandulosa,148.988,-36.5456,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,Just inside fence off Bombala-Dalgety Road.,1000,New South Wales,1995,PreservedSpecimen,el865,noIssue,TRUE,Australia's Virtual Herbarium
NA,NSW391123,Calotis glandulosa,148.9887317,-36.54400453,NA,NA,Asteraceae,NA,NA,NA,Just inside fence off Bombala-Dalgety Road.,NA,NA,1995,NA,NA,NA,NA,BioNet
NA,SPJGI4866915,Calotis glandulosa,148.9907257,-36.54294173,NA,NA,Asteraceae,NA,NA,NA,Maffra Lake TSR (no. 55) AR plot 3 LOCATION DETAILS: Between lake bed and road fence,NA,NA,2005,NA,NA,NA,NA,BioNet
NA,SPJGI5019315,Calotis glandulosa,148.99086930000001,-36.54505751,NA,NA,Asteraceae,NA,NA,NA,"Maffra Lake TSR (no. 55) LOCATION DETAILS: 14km SE of Dalgety, South of Dalgety/ Nimmitabel Road, enclosing Maffra Lake Area in ha: c 25",NA,NA,1995,NA,NA,NA,NA,BioNet
NA,SPJGI5019365,Calotis glandulosa,148.99086930000001,-36.54505751,NA,NA,Asteraceae,NA,NA,NA,"Maffra Lake TSR (no. 55) LOCATION DETAILS: 14km SE of Dalgety, South of Dalgety/ Nimmitabel Road, enclosing Maffra Lake Area in ha: c 25",NA,NA,1997,NA,NA,NA,NA,BioNet
NA,SPJGI4870305,Calotis glandulosa,148.9937242,-36.54400028,NA,NA,Asteraceae,NA,NA,NA,Maffra Lake TSR (no. 55) grassland RR plot 2 LOCATION DETAILS: Maffra (Lake bed 3?),NA,NA,2003,NA,NA,NA,NA,BioNet
7596e26d-c4ee-4bdf-bae4-84834000e167,NSW 277894,Calotis glandulosa,149,-36.25,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,Adaminaby-Cooma rd.,25000,New South Wales,1966,PreservedSpecimen,el865,noIssue,TRUE,Australia's Virtual Herbarium
NA,NSW277894,Calotis glandulosa,149.0012261,-36.24844845,NA,NA,Asteraceae,NA,NA,NA,Adaminaby-Cooma rd.,NA,NA,1966,NA,NA,NA,NA,BioNet
NA,SPJGI5042234,Calotis glandulosa,149.0392004,-36.08062715,NA,NA,Asteraceae,NA,NA,NA,"Thirteen Mile Shannons Flat Road TSR (no. 98) LOCATION DETAILS: 13 Mile Shannons Flat Road, North of intersection with Murrumbucca Road",NA,NA,1998,NA,NA,NA,NA,BioNet
NA,SPJGI5042305,Calotis glandulosa,149.0392004,-36.08062715,NA,NA,Asteraceae,NA,NA,NA,"Thirteen Mile Shannons Flat Road TSR (no. 98) LOCATION DETAILS: 13 Mile Shannons Flat Road, North of intersection with Murrumbucca Road",NA,NA,1999,NA,NA,NA,NA,BioNet
NA,SPJGI5003987,Calotis glandulosa,149.043519,-36.41767077,NA,NA,Asteraceae,NA,NA,NA,"Fifteen Mile Bobundara Road TSR (no. 58) Ravensworth LOCATION DETAILS: 22km SSW of Cooma, East of Cooma-Dalgety Road; Transect parallel to road from entrance under powerlines for approximately 150 metres (along ridge) Area in ha: 45",NA,NA,1995,NA,NA,NA,NA,BioNet
NA,SPJGI5004165,Calotis glandulosa,149.043519,-36.41767077,NA,NA,Asteraceae,NA,NA,NA,"Fifteen Mile Bobundara Road TSR (no. 58) Ravensworth LOCATION DETAILS: 22km SSW of Cooma, East of Cooma-Dalgety Road; Transect parallel to road from entrance under powerlines for approximately 150 metres (along ridge) Area in ha: 45",NA,NA,2011,NA,NA,NA,NA,BioNet
NA,SPJGI5004120,Calotis glandulosa,149.043519,-36.41767077,NA,NA,Asteraceae,NA,NA,NA,"Fifteen Mile Bobundara Road TSR (no. 58) Ravensworth LOCATION DETAILS: 22km SSW of Cooma, East of Cooma-Dalgety Road; Transect parallel to road from entrance under powerlines for approximately 150 metres (along ridge) Area in ha: 45",NA,NA,1998,NA,NA,NA,NA,BioNet
NA,SPJGI4852245,Calotis glandulosa,149.0445864,-36.41584977,NA,NA,Asteraceae,NA,NA,NA,"Ravensworth Travelling Stock Reserve (MonAR17) LOCATION DETAILS: 22km south south-west of Cooma, East of Cooma-Dalgety Rd. Area in ha: 45",NA,NA,1992,NA,NA,NA,NA,BioNet
NA,SPJGI2459407,Calotis glandulosa,149.0467843,-36.41535624,NA,NA,Asteraceae,NA,NA,NA,ravensworth TSR 21.7 km South of Cooma on Boundara Road ( On east facing slope near eastern Boundary),NA,NA,1998,NA,NA,NA,NA,BioNet
NA,SPJGI5023875,Calotis glandulosa,149.0779575,-36.24491524,NA,NA,Asteraceae,NA,NA,NA,"Mount Gladstone Reserve LOCATION DETAILS: RFA site survey - 8680, Mt Gladstone Reserve, on Snowy Mountains Highway, West of Cooma",NA,NA,2000,NA,NA,NA,NA,BioNet
NA,SPJGI5029121,Calotis glandulosa,149.0856474,-36.24117586,NA,NA,Asteraceae,NA,NA,NA,Pine Valley TSR (no. 39) western section LOCATION DETAILS: Snowy Mountains Highway west of Cooma,NA,NA,1999,NA,NA,NA,NA,BioNet
NA,SPJGI4872395,Calotis glandulosa,149.0858642,-36.24179403,NA,NA,Asteraceae,NA,NA,NA,"Pine Valley TSR (no. 39) plot 2 LOCATION DETAILS: TSR W of Cooma, Mt Gladstone 2",NA,NA,2003,NA,NA,NA,NA,BioNet
NA,944,Calotis glandulosa,149.0877209,-36.23754498,NA,NA,Asteraceae,NA,NA,NA,Adaminaby-Cooma Rd Specified Map No: 8725,NA,NA,1966,NA,NA,NA,NA,BioNet
b1d55e48-5f3e-47db-891c-c64e9cce1445,CBG 13269.1,Calotis glandulosa,149.1167,-36.2167,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,Cooma.,3000,New South Wales,1954,PreservedSpecimen,el865,noIssue,TRUE,Australia's Virtual Herbarium
c80c0c87-2155-421c-83bf-00da4748ca19,CBG 13314.1,Calotis glandulosa,149.1167,-36.2167,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,Cooma.,3000,New South Wales,1952,PreservedSpecimen,el865,noIssue,TRUE,Australia's Virtual Herbarium
a99b9d26-b027-41da-9a2c-334909cc050f,CBG 13313.1,Calotis glandulosa,149.1167,-36.2167,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,Cooma.,3000,New South Wales,1952,PreservedSpecimen,el865,noIssue,TRUE,Australia's Virtual Herbarium
NA,950,Calotis glandulosa,149.1265201,-36.23224629,NA,NA,Asteraceae,NA,NA,NA,Cooma Specified Map No: 8725,NA,NA,1952,NA,NA,NA,NA,BioNet
NA,SJJSI0185781,Calotis glandulosa,149.1304924,-36.20488722,NA,NA,Asteraceae,NA,NA,NA,Yallakool Road Cooma,NA,NA,2010,NA,NA,NA,NA,BioNet
NA,SDMPI0130075,Calotis glandulosa,149.1308613,-36.20916327,NA,NA,Asteraceae,NA,NA,NA,"ridge S of Yallakool Road, c. 200m E of Mittagang Rd, North Cooma outskirts",NA,NA,2006,NA,NA,NA,NA,BioNet
NA,SJJSI0185780,Calotis glandulosa,149.1312925,-36.20797999,NA,NA,Asteraceae,NA,NA,NA,Yallakool Road Cooma,NA,NA,2010,NA,NA,NA,NA,BioNet
NA,SJJSI0185779,Calotis glandulosa,149.1316934,-36.2077338,NA,NA,Asteraceae,NA,NA,NA,Yallakool Road Cooma,NA,NA,2010,NA,NA,NA,NA,BioNet
NA,SJJSI0185776,Calotis glandulosa,149.1319405,-36.20751563,NA,NA,Asteraceae,NA,NA,NA,Yallakool Road Cooma,NA,NA,2010,NA,NA,NA,NA,BioNet
NA,SJJSI0185774,Calotis glandulosa,149.131957,-36.20748898,NA,NA,Asteraceae,NA,NA,NA,Yallakool Road Cooma,NA,NA,2010,NA,NA,NA,NA,BioNet
NA,SJJSI0185775,Calotis glandulosa,149.1319853,-36.20764086,NA,NA,Asteraceae,NA,NA,NA,Yallakool Road Cooma,NA,NA,2010,NA,NA,NA,NA,BioNet
NA,SJJSI0185777,Calotis glandulosa,149.1322052,-36.20756064,NA,NA,Asteraceae,NA,NA,NA,Yallakool Road Cooma,NA,NA,2010,NA,NA,NA,NA,BioNet
NA,SJJSI0185778,Calotis glandulosa,149.1323427,-36.20761151,NA,NA,Asteraceae,NA,NA,NA,Yallakool Road Cooma,NA,NA,2010,NA,NA,NA,NA,BioNet
NA,SJJSI0185771,Calotis glandulosa,149.1323541,-36.20882303,NA,NA,Asteraceae,NA,NA,NA,Yallakool Road Cooma,NA,NA,2010,NA,NA,NA,NA,BioNet
NA,SJJSI0185770,Calotis glandulosa,149.1325796,-36.20901581,NA,NA,Asteraceae,NA,NA,NA,Yallakool Road Cooma,NA,NA,2010,NA,NA,NA,NA,BioNet
NA,SJJSI0185773,Calotis glandulosa,149.1326192,-36.20847469,NA,NA,Asteraceae,NA,NA,NA,Yallakool Road Cooma,NA,NA,2010,NA,NA,NA,NA,BioNet
NA,SJJSI0185769,Calotis glandulosa,149.13271,-36.20890886,NA,NA,Asteraceae,NA,NA,NA,Yallakool Road Cooma,NA,NA,2010,NA,NA,NA,NA,BioNet
NA,SJJSI0185772,Calotis glandulosa,149.1329126,-36.2084948,NA,NA,Asteraceae,NA,NA,NA,Yallakool Road Cooma,NA,NA,2010,NA,NA,NA,NA,BioNet
NA,SPJGI4964027,Calotis glandulosa,149.1329234,-36.20789265,NA,NA,Asteraceae,NA,NA,NA,"Yallakool Road freehold LOCATION DETAILS: Yallakool Road, Cooma",NA,NA,2001,NA,NA,NA,NA,BioNet
c32d6ece-ed2c-46c5-80f1-ca51bda635cc,CANB 647821.1,Calotis glandulosa,149.1333,-36.2167,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,"Yallakool Road, portion 319 Cooma, N of electricity sub-station on Monaro Highway.",1000,New South Wales,2003,PreservedSpecimen,el865,noIssue,TRUE,Australia's Virtual Herbarium
37752d74-0ac7-4ed7-b7c7-421c3b0d9d52,NE 22669,Calotis glandulosa,149.1333333,-36.23333333,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,Cooma,NA,New South Wales,1954,PreservedSpecimen,el865,noIssue,TRUE,Australia's Virtual Herbarium
NA,SIXRI1146440,Calotis glandulosa,149.1391762,-36.2128737,NA,NA,Asteraceae,NA,NA,NA,NO. 97K Munyang to Cooma 132KV transmission line - Stage 1 - Cooma to Rocky Plain,NA,NA,2015,NA,NA,NA,NA,BioNet
adcc435b-d417-4fcb-9315-08b1ffc1f426,CANB 617017.1,Calotis glandulosa,149.1644,-36.2267,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,"Rocky ridge, 1 km NE of Bushy Hill, 4 km NE of Cooma.",50,New South Wales,1999,PreservedSpecimen,el865,noIssue,TRUE,Australia's Virtual Herbarium
NA,SPJGI4872884,Calotis glandulosa,149.1742527,-36.06453313,NA,NA,Asteraceae,NA,NA,NA,Rothlyn Road road reserve plot LOCATION DETAILS: Rothlyn rd roadside,NA,NA,2003,NA,NA,NA,NA,BioNet
NA,SPJGI5051653,Calotis glandulosa,149.17436,-36.0692364,NA,NA,Asteraceae,NA,NA,NA,"Haere Mai freehold (site 1) LOCATION DETAILS: 4km North of Chakola, 22km north of Cooma, West of Cooma-Monaro Railway line Area in ha: 50-60",NA,NA,1995,NA,NA,NA,NA,BioNet
NA,SPJGI4900244,Calotis glandulosa,149.1747908,-36.06472167,NA,NA,Asteraceae,NA,NA,NA,Haere Mai road reserve LOCATION DETAILS: North side of road from hill to rail crossing,NA,NA,2000,NA,NA,NA,NA,BioNet
NA,SPJGI4900299,Calotis glandulosa,149.1747908,-36.06472167,NA,NA,Asteraceae,NA,NA,NA,Haere Mai road reserve LOCATION DETAILS: North side of road from hill to rail crossing,NA,NA,2001,NA,NA,NA,NA,BioNet
5bc2fc19-cd13-48bb-99b4-7195e3824911,NSW 281460,Calotis glandulosa,149.283,-36.8167,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,"Bibbenluke Cemetery, Bibbenluke on Monaro Highway between Nimmitabell and Bombala. (1:100 00 map no. 8724)",10000,New South Wales,1993,PreservedSpecimen,NA,noIssue,TRUE,Australia's Virtual Herbarium
NA,8517-HOR,Calotis glandulosa,149.2837899,-36.81349087,NA,NA,Asteraceae,NA,NA,NA,"Bibbenluke Cemetery, Bibbenluke on Monaro Hwy between Nimmitabell and Bombala Specified Map No: 8724",NA,NA,1993,NA,NA,NA,NA,BioNet
NA,NSW281460,Calotis glandulosa,149.2845647,-36.81511373,NA,NA,Asteraceae,NA,NA,NA,"Bibbenluke Cemetery, Bibbenluke on Monaro Highway between Nimmitabell and Bombala. (1:100 00 map no. 8724)",NA,NA,1993,NA,NA,NA,NA,BioNet
NA,SJJSI0621184,Calotis glandulosa,149.29792,-36.8096,NA,NA,Asteraceae,NA,NA,NA,"Bibbenluke Common, directly south of Moorespings Road c. 280 metres inside western edge of Common",NA,NA,2017,NA,NA,NA,NA,BioNet
NA,SPJGI4861425,Calotis glandulosa,149.3034918,-36.80896345,NA,NA,Asteraceae,NA,NA,NA,Bibbenluke Common plot 2 LOCATION DETAILS: Bibbenluke Common 2,NA,NA,2003,NA,NA,NA,NA,BioNet
NA,SPJGI4987026,Calotis glandulosa,149.3069364,-36.81543081,NA,NA,Asteraceae,NA,NA,NA,Bibbenluke Cemetery LOCATION DETAILS: East of Bibbenluke,NA,NA,1995,NA,NA,NA,NA,BioNet
NA,SPJGI4987148,Calotis glandulosa,149.3075877,-36.8083793,NA,NA,Asteraceae,NA,NA,NA,"Bibbenluke Common LOCATION DETAILS: Eastern end of common, East of Bibbenluke, N of Moore Springs Road",NA,NA,1999,NA,NA,NA,NA,BioNet
NA,SPJGI4987251,Calotis glandulosa,149.3075877,-36.8083793,NA,NA,Asteraceae,NA,NA,NA,"Bibbenluke Common LOCATION DETAILS: Eastern end of common, East of Bibbenluke, N of Moore Springs Road",NA,NA,2001,NA,NA,NA,NA,BioNet
NA,SPJGI4987222,Calotis glandulosa,149.3075877,-36.8083793,NA,NA,Asteraceae,NA,NA,NA,"Bibbenluke Common LOCATION DETAILS: Eastern end of common, East of Bibbenluke, N of Moore Springs Road",NA,NA,2000,NA,NA,NA,NA,BioNet
NA,SPJGI4861387,Calotis glandulosa,149.3091894,-36.80610404,NA,NA,Asteraceae,NA,NA,NA,Bibbenluke Common plot 1 LOCATION DETAILS: Bibbenluke Common 1,NA,NA,2003,NA,NA,NA,NA,BioNet
NA,SJJSI0621187,Calotis glandulosa,149.30953,-36.80674,NA,NA,Asteraceae,NA,NA,NA,"Bibbenluke Common, north-eastern area. Monitoring plot 4",NA,NA,2017,NA,NA,NA,NA,BioNet
NA,SJJSI0621188,Calotis glandulosa,149.30957,-36.80682,NA,NA,Asteraceae,NA,NA,NA,"Bibbenluke Common, north-eastern area. Monitoring plot 5",NA,NA,2017,NA,NA,NA,NA,BioNet
NA,SJJSI0621176,Calotis glandulosa,149.3097296,-36.8059066,NA,NA,Asteraceae,NA,NA,NA,"Bibbenluke Common, eastern edge north of main access road. Individuals within 5m radium monitoring plot",NA,NA,2017,NA,NA,NA,NA,BioNet
NA,SJJSI0621189,Calotis glandulosa,149.30973,-36.80627,NA,NA,Asteraceae,NA,NA,NA,"Bibbenluke Common, north-eastern area. Monitoring plot 2",NA,NA,2017,NA,NA,NA,NA,BioNet
NA,SJJSI0621186,Calotis glandulosa,149.30975,-36.80616,NA,NA,Asteraceae,NA,NA,NA,"Bibbenluke Common, north-eastern area. Monitoring plot 3",NA,NA,2017,NA,NA,NA,NA,BioNet
NA,SJJSI0621185,Calotis glandulosa,149.3098,-36.80591,NA,NA,Asteraceae,NA,NA,NA,"Bibbenluke Common, north-eastern area. Monitoring plot 1",NA,NA,2017,NA,NA,NA,NA,BioNet
NA,SJJSI0621175,Calotis glandulosa,149.3098042,-36.8059066,NA,NA,Asteraceae,NA,NA,NA,"Bibbenluke Common, eastern edge north of main access road. Individuals within 5m radium monitoring plot",NA,NA,2017,NA,NA,NA,NA,BioNet
NA,SPJGI4905475,Calotis glandulosa,149.3285125,-36.66530928,NA,NA,Asteraceae,NA,NA,NA,Newline Road road reserve (general list) LOCATION DETAILS: Between river and highway,NA,NA,2005,NA,NA,NA,NA,BioNet
b9a59369-69e8-4f0c-b76c-a9865c49c091,CANB 631350.2,Calotis glandulosa,149.35,-36.6833,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,"Glen Allen, New Line Road, 15 km NE of Bibbenluke. Grid ref.: AMG 7100 59365.",1000,New South Wales,2000,PreservedSpecimen,NA,noIssue,TRUE,Australia's Virtual Herbarium
38773779-e093-4fca-b752-8d6df3308324,CANB 631350.1,Calotis glandulosa,149.35,-36.6833,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,"Glen Allen, New Line Road, 15 km NE of Bibbenluke. Grid ref.: AMG 7100 59365.",1000,New South Wales,2000,PreservedSpecimen,NA,noIssue,TRUE,Australia's Virtual Herbarium
01e7fd2d-2cc7-478e-b9f5-cdb173032a8c,NSW 519306,Calotis glandulosa,149.35,-36.68,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,"Glen Allen, New Line Road, 15 km NE of Bibbenluke.",NA,New South Wales,2000,PreservedSpecimen,NA,noIssue,TRUE,Australia's Virtual Herbarium
NA,NSW519306,Calotis glandulosa,149.3512278,-36.68177924,NA,NA,Asteraceae,NA,NA,NA,"Glen Allen, New Line Road, 15 km NE of Bibbenluke.",NA,NA,2000,NA,NA,NA,NA,BioNet
NA,SPJGI4978780,Calotis glandulosa,149.4503578,-35.2463037,NA,NA,Asteraceae,NA,NA,NA,"Block 314 (Elmslea) LOCATION DETAILS: Block 314 Elmslea suburban development, McCusker Dr Bungendore",NA,NA,2005,NA,NA,NA,NA,BioNet
NA,SDMPI0121160,Calotis glandulosa,149.4981575,-36.32949232,NA,NA,Asteraceae,NA,NA,NA,E verge of Tuross Road 100m S of property 'Waratah',NA,NA,2005,NA,NA,NA,NA,BioNet
NA,SDMPI0072017,Calotis glandulosa,149.5017982,-36.32712467,NA,NA,Asteraceae,NA,NA,NA,Kybeyan-Countegany Road verge c. 33km NE of Nimmitabel,NA,NA,2003,NA,NA,NA,NA,BioNet
2cfba1d9-ad1a-4b43-9ca4-fa003419b2df,NSW 723872,Calotis glandulosa,149.502,-36.327,Calotis glandulosa F.Muell.,species,Asteraceae,Calotis,Calotis glandulosa,NA,"Kybean - Countegamy Road N of Green Creek, 300 m N of Waratah, c. 33 km NE from Nimmitabel.",1000,New South Wales,2003,PreservedSpecimen,NA,noIssue,TRUE,Australia's Virtual Herbarium
NA,NSW723872,Calotis glandulosa,149.5028849,-36.32566492,NA,NA,Asteraceae,NA,NA,NA,"Kybean - Countegamy Road N of Green Creek, 300 m N of Waratah, c. 33 km NE from Nimmitabel.",NA,NA,2003,NA,NA,NA,NA,BioNet
NA,SPJGI4890983,Calotis glandulosa,149.5122308,-36.31579436,NA,NA,Asteraceae,NA,NA,NA,Triggerplant Grassland plot LOCATION DETAILS: Triggerplant Grassland,NA,NA,2005,NA,NA,NA,NA,BioNet
NA,SPJGI4952798,Calotis glandulosa,149.6073292,-35.67365931,NA,NA,Asteraceae,NA,NA,NA,Jerrabattgulla Gassland (Bunhybee freehold) LOCATION DETAILS: Jerrabattgulla Rd,NA,NA,2012,NA,NA,NA,NA,BioNet
NA,SPJGI4952827,Calotis glandulosa,149.6076019,-35.68203589,NA,NA,Asteraceae,NA,NA,NA,Jerrabattgulla Gassland (Parlour freehold),NA,NA,2007,NA,NA,NA,NA,BioNet
NA,SJJSI0621170,Calotis glandulosa,149.6981669,-35.5034048,NA,NA,Asteraceae,NA,NA,NA,"Back Creek TSR, monitoring plot 5. Eucalyptus pauciflora open woodland",NA,NA,2017,NA,NA,NA,NA,BioNet
NA,SJJSI0621172,Calotis glandulosa,149.6990551,-35.5038833,NA,NA,Asteraceae,NA,NA,NA,"Back Creek TSR, monitoring plot 3. Eucalyptus pauciflora open woodland",NA,NA,2017,NA,NA,NA,NA,BioNet
NA,SPJGI4984457,Calotis glandulosa,149.6991712,-35.50425694,NA,NA,Asteraceae,NA,NA,NA,"Back Creek TSR (no. 2) LOCATION DETAILS: 12 km south of Braidwood Road to Captains Flat Road, between Jembaicumbene Creek, Back Creek and Shoalhaven River",NA,NA,1999,NA,NA,NA,NA,BioNet
NA,SPJGI4984551,Calotis glandulosa,149.6991712,-35.50425694,NA,NA,Asteraceae,NA,NA,NA,"Back Creek TSR (no. 2) LOCATION DETAILS: 12 km south of Braidwood Road to Captains Flat Road, between Jembaicumbene Creek, Back Creek and Shoalhaven River",NA,NA,2000,NA,NA,NA,NA,BioNet
NA,SPJGI4984664,Calotis glandulosa,149.6991712,-35.50425694,NA,NA,Asteraceae,NA,NA,NA,"Back Creek TSR (no. 2) LOCATION DETAILS: 12 km south of Braidwood Road to Captains Flat Road, between Jembaicumbene Creek, Back Creek and Shoalhaven River",NA,NA,2013,NA,NA,NA,NA,BioNet
